Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8
300308,1258019,2025,TAG,4528,REGIONAL TRANSPORTATION,1992,A
300308,1258190,2025,TAG,4528,REGIONAL TRANSPORTATION,1998,A
300308,1258237,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1258252,2025,TAG,4528,REGIONAL TRANSPORTATION,2001,A
300308,1258278,2025,TAG,4528,REGIONAL TRANSPORTATION,2019,A
300308,1258307,2025,TAG,4528,REGIONAL TRANSPORTATION,2001,A
300308,1258321,2025,TAG,4528,REGIONAL TRANSPORTATION,2001,A
300308,1258335,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258348,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258361,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258374,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258387,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258400,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258413,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258424,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258435,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258446,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258484,2025,TAG,4528,REGIONAL TRANSPORTATION,2003,A
300308,1258541,2025,TAG,4528,REGIONAL TRANSPORTATION,2003,A
300308,1258553,2025,TAG,4528,REGIONAL TRANSPORTATION,2003,A
300308,1258630,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258648,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258659,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1258667,2025,TAG,4528,REGIONAL TRANSPORTATION,2003,A
300308,1258679,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1258687,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258700,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1258711,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258722,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258754,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258765,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258782,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258795,2025,TAG,4528,REGIONAL TRANSPORTATION,2001,A
300308,1258809,2025,TAG,4528,REGIONAL TRANSPORTATION,2001,A
300308,1258823,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258834,2025,TAG,4528,REGIONAL TRANSPORTATION,2001,A
300308,1258848,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258859,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1258877,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258891,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258902,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258916,2025,TAG,4528,REGIONAL TRANSPORTATION,2003,A
300308,1258928,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258939,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258950,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1258960,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1258968,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1258979,2025,TAG,4528,REGIONAL TRANSPORTATION,2001,A
300308,1258993,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259006,2025,TAG,4528,REGIONAL TRANSPORTATION,2001,A
300308,1259063,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1259087,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259097,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259120,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1259139,2025,TAG,4528,REGIONAL TRANSPORTATION,2001,A
300308,1259153,2025,TAG,4528,REGIONAL TRANSPORTATION,2002,A
300308,1259166,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259196,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259210,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259219,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259228,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259248,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1259281,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259290,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259299,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259308,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259346,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259354,2025,TAG,4528,REGIONAL TRANSPORTATION,2003,A
300308,1259366,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1259401,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259410,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1259429,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259438,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259447,2025,TAG,4528,REGIONAL TRANSPORTATION,2006,A
300308,1259470,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259480,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1259487,2025,TAG,4528,REGIONAL TRANSPORTATION,2009,A
300308,1259493,2025,TAG,4528,REGIONAL TRANSPORTATION,2004,A
300308,1259535,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259545,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259555,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259563,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259573,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259584,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259592,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259602,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259610,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259620,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259628,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259636,2025,TAG,4528,REGIONAL TRANSPORTATION,2009,A
300308,1259646,2025,TAG,4528,REGIONAL TRANSPORTATION,2009,A
300308,1259652,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259667,2025,TAG,4528,REGIONAL TRANSPORTATION,2009,A
300308,1259676,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1259679,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259698,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259753,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259763,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259783,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1259790,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259798,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1259805,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1259812,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1259819,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1259824,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259832,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259840,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1259843,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1259850,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259860,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1259865,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1259870,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1259873,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1259878,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1259882,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259890,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259908,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259916,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259924,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1259927,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259935,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259945,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259955,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259965,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1259973,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1259980,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1259990,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1259997,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260007,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260017,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260020,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260025,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260030,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1260044,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260049,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260059,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1260067,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260077,2025,TAG,4528,REGIONAL TRANSPORTATION,2009,A
300308,1260083,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260093,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1260101,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260108,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260118,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260128,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260131,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260144,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1260152,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260155,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260165,2025,TAG,4528,REGIONAL TRANSPORTATION,2005,A
300308,1260175,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260178,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260184,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260187,2025,TAG,4528,REGIONAL TRANSPORTATION,2009,A
300308,1260193,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260198,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260214,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260218,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260227,2025,TAG,4528,REGIONAL TRANSPORTATION,2009,A
300308,1260233,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1260235,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260239,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260246,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1260260,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260263,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260266,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1260268,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260271,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260276,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260281,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260289,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260292,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260299,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260303,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260314,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260319,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260330,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260335,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260340,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260345,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260350,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260359,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260366,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260371,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260378,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1260380,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260384,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1260386,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1260388,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1260390,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260403,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1260411,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1260423,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1260425,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1260427,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260432,2025,TAG,4528,REGIONAL TRANSPORTATION,2009,A
300308,1260438,2025,TAG,4528,REGIONAL TRANSPORTATION,2022,A
300308,1260444,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260448,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260455,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260458,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1260461,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260465,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1260477,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260481,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260494,2025,TAG,4528,REGIONAL TRANSPORTATION,2009,A
300308,1260504,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1260512,2025,TAG,4528,REGIONAL TRANSPORTATION,2007,A
300308,1260520,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260524,2025,TAG,4528,REGIONAL TRANSPORTATION,2008,A
300308,1260531,2025,TAG,4528,REGIONAL TRANSPORTATION,2010,A
300308,1260536,2025,TAG,4528,REGIONAL TRANSPORTATION,2011,A
300308,1260540,2025,TAG,4528,REGIONAL TRANSPORTATION,2012,A
300308,1263722,2025,TAG,4528,REGIONAL TRANSPORTATION,1990,A
300308,1264739,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264740,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264741,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264742,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264743,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264744,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264745,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264746,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264747,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264748,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264751,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264752,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264753,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264754,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264755,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264757,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264758,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264759,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264760,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264761,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264762,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264763,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264765,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264766,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264773,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264774,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264775,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264776,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264778,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264779,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264780,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264781,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264782,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264783,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264784,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264785,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264786,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264787,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264788,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264789,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264790,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264791,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264792,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264793,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264794,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264795,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264796,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264797,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264798,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264799,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264800,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264820,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264821,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264822,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264823,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264824,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264825,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264826,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264828,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264829,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264830,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264831,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264832,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264834,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264835,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264836,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264837,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264838,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264839,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264840,2025,TAG,4528,REGIONAL TRANSPORTATION,2014,A
300308,1264857,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264860,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264861,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264862,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264863,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264864,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264865,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264866,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264867,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264868,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264869,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264870,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264871,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264873,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264874,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264875,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264880,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264881,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264882,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264883,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264884,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264885,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264886,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264899,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264916,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264917,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264918,2025,TAG,4528,REGIONAL TRANSPORTATION,2013,A
300308,1264919,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264920,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264921,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1264925,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264926,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264928,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264929,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264930,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264931,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264932,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264933,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264935,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264936,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264937,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264938,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264939,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264940,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264941,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264942,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264943,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264944,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264951,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264952,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264953,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264954,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264975,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264976,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264977,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264978,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264982,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264983,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264984,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264985,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264986,2025,TAG,4528,REGIONAL TRANSPORTATION,2016,A
300308,1264988,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264989,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264990,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264991,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264992,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264993,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264994,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264995,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264996,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264997,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264998,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1264999,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1265000,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1265001,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1265002,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1265007,2025,TAG,4528,REGIONAL TRANSPORTATION,2017,A
300308,1265020,2025,TAG,4528,REGIONAL TRANSPORTATION,2015,A
300308,1265022,2025,TAG,4528,REGIONAL TRANSPORTATION,2018,A
300308,1265023,2025,TAG,4528,REGIONAL TRANSPORTATION,2018,A
300308,1265024,2025,TAG,4528,REGIONAL TRANSPORTATION,2018,A
300308,1265025,2025,TAG,4528,REGIONAL TRANSPORTATION,2018,A
300308,1265026,2025,TAG,4528,REGIONAL TRANSPORTATION,2018,A
300308,1265027,2025,TAG,4528,REGIONAL TRANSPORTATION,2018,A
