Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8
300000,1243330,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,2017,A
300000,1243443,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,1981,A
300000,1243768,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,1986,A
300000,1243839,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,2000,A
300000,1243887,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,2003,A
300000,1259679,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,2005,A
300000,1260246,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,2007,A
300000,1260630,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,1986,A
300000,1264933,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,2016,A
300000,1265150,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,2019,A
300000,1265214,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,2020,A
300000,1265448,2025,TAG,0101,ENGLEWOOD SCHOOL DIST # 1,2024,A
300001,1243913,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1981,A
300001,1243965,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1992,A
300001,1244038,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1986,A
300001,1244067,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1984,A
300001,1244107,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,2000,A
300001,1244122,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1997,A
300001,1244262,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1983,A
300001,1244368,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1985,A
300001,1244480,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1986,A
300001,1244515,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1983,A
300001,1244636,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1986,A
300001,1244836,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1982,A
300001,1245086,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1981,A
300001,1245260,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1986,A
300001,1245335,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1986,A
300001,1246023,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1992,A
300001,1253669,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,2005,A
300001,1253679,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,2005,A
300001,1253689,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,2005,A
300001,1260659,2025,TAG,0201,SHERIDAN SCHOOL DIST # 2,1990,A
300002,400000,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2013,A
300002,400001,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2013,A
300002,400002,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2013,A
300002,1243514,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1999,A
300002,1243610,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1995,A
300002,1243630,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1997,A
300002,1243667,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1999,A
300002,1243706,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1997,A
300002,1243724,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1998,A
300002,1243754,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1243810,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1243825,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1243854,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244169,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244183,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1244198,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1244213,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1244228,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244247,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1244308,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244322,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244336,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1244356,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1244398,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244415,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1244427,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244447,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244550,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244568,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1244606,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1244621,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1244665,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1999,A
300002,1244681,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1244693,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244741,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244755,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244769,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244783,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1244818,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1997,A
300002,1244869,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1997,A
300002,1244896,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1244911,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1244929,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1244940,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1996,A
300002,1244959,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1244976,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1244988,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1244999,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1245013,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1245045,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1245064,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1245075,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1245120,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1245131,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1245159,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1245181,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1245195,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1245215,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1245229,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1245243,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1245309,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1245324,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1245364,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1245378,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1245392,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1245403,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1245415,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1245452,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1997,A
300002,1245470,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1998,A
300002,1245487,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1993,A
300002,1245524,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1245612,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1245627,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1993,A
300002,1245657,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1996,A
300002,1245745,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1995,A
300002,1245780,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1245803,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1245838,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1245861,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1245925,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1997,A
300002,1245943,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1245966,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1245989,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1246076,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1246097,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1246120,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1246143,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1246177,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1246200,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1246273,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1246435,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1246459,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1993,A
300002,1246487,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1995,A
300002,1246507,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1979,A
300002,1246543,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1999,A
300002,1246559,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1988,A
300002,1246647,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1246758,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1987,A
300002,1246786,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1996,A
300002,1246828,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1246879,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1246917,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1246964,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1246979,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1246994,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1247029,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1995,A
300002,1247117,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1247171,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1982,A
300002,1247475,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1247498,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1247521,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1247581,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1988,A
300002,1247608,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1988,A
300002,1247655,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1988,A
300002,1247817,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1988,A
300002,1247906,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1247929,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1247956,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1247971,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1247994,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1248030,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1987,A
300002,1248114,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1248169,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1995,A
300002,1248189,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1248254,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1248277,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1248375,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1981,A
300002,1248409,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1248438,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1248505,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1248528,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1248551,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1979,A
300002,1248729,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1984,A
300002,1248760,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1248854,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1987,A
300002,1248919,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1248962,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1981,A
300002,1249052,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1249119,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1249138,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1249167,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1984,A
300002,1249198,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1249227,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1985,A
300002,1249257,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1249286,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1986,A
300002,1249392,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1983,A
300002,1249502,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1988,A
300002,1249590,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1985,A
300002,1249978,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1995,A
300002,1249998,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1250156,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1988,A
300002,1250407,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1250638,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1980,A
300002,1250744,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1250929,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1251073,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1251561,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1251576,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1993,A
300002,1251664,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1251679,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1251696,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1251711,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1251739,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1251785,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1251835,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1251846,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1251857,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1251871,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1251965,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1251976,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1998,A
300002,1251993,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252021,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1252037,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1252051,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1252063,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252074,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1252091,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1252130,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252153,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1252200,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2005,A
300002,1252210,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1252290,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1252322,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252348,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252359,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252370,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252512,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252523,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252534,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252548,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252596,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2005,A
300002,1252606,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2006,A
300002,1252615,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252655,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252677,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252688,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1998,A
300002,1252705,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1252719,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2007,A
300002,1252734,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2006,A
300002,1252743,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2006,A
300002,1252774,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2005,A
300002,1252867,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1252987,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1253005,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1253021,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1253299,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1253460,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1253471,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1253506,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1253583,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2005,A
300002,1253639,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1253655,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1253699,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1253711,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1253748,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2005,A
300002,1253766,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1253799,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1253818,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1253851,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1253869,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2010,A
300002,1253879,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1253893,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2005,A
300002,1253964,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1999,A
300002,1253980,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1253994,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1254054,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1254125,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1254136,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2007,A
300002,1254144,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1254158,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1254176,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1254191,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1999,A
300002,1254207,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1999,A
300002,1254223,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1254238,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1254253,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1254265,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1254276,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1254300,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1254311,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1254332,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1254405,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1254417,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1254429,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2007,A
300002,1254440,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2006,A
300002,1254571,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2006,A
300002,1254580,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2006,A
300002,1254733,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2007,A
300002,1254818,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2006,A
300002,1254911,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1255355,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1998,A
300002,1255372,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1998,A
300002,1255404,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1998,A
300002,1256265,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1996,A
300002,1256284,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1996,A
300002,1256303,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1996,A
300002,1256345,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1996,A
300002,1256364,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1996,A
300002,1256393,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1996,A
300002,1256447,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1256462,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1256564,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1257912,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1257926,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2000,A
300002,1258019,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1992,A
300002,1258190,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,1998,A
300002,1258252,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1258266,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1258278,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1258307,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1258321,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1258335,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1258348,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1258361,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1258374,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1258387,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1258400,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1258413,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258424,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258435,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258446,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258484,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1258630,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258648,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258667,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
300002,1258711,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258722,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1258754,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258765,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258782,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1258795,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1258809,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1258823,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258834,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2001,A
300002,1258848,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258859,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2002,A
300002,1258877,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258891,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258902,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2004,A
300002,1258916,2025,TAG,0501,CHERRY CRK SCHOOL DIST 5,2003,A
